тип_массива,размер,алгоритм,threshold,время_мкс
reversed,62300,hybrid,20,966
reversed,62300,hybrid,30,966
reversed,62300,hybrid,50,957
almost,62300,merge,0,1818
almost,62300,hybrid,5,1555
almost,62300,hybrid,10,1480
almost,62300,hybrid,20,1432
almost,62300,hybrid,30,1424
almost,62300,hybrid,50,1404
random,62400,merge,0,2469
random,62400,hybrid,5,2162
random,62400,hybrid,10,2079
random,62400,hybrid,20,2013
random,62400,hybrid,30,1968
random,62400,hybrid,50,1940
reversed,62400,merge,0,1294
reversed,62400,hybrid,5,1058
reversed,62400,hybrid,10,942
reversed,62400,hybrid,20,943
reversed,62400,hybrid,30,963
reversed,62400,hybrid,50,984
almost,62400,merge,0,1806
almost,62400,hybrid,5,1546
almost,62400,hybrid,10,1462
almost,62400,hybrid,20,1424
almost,62400,hybrid,30,1366
almost,62400,hybrid,50,1337
random,62500,merge,0,2382
random,62500,hybrid,5,2171
random,62500,hybrid,10,2114
random,62500,hybrid,20,2037
random,62500,hybrid,30,2048
random,62500,hybrid,50,1976
reversed,62500,merge,0,1316
reversed,62500,hybrid,5,1075
reversed,62500,hybrid,10,976
reversed,62500,hybrid,20,959
reversed,62500,hybrid,30,964
reversed,62500,hybrid,50,1025
almost,62500,merge,0,1856
almost,62500,hybrid,5,1614
almost,62500,hybrid,10,1509
almost,62500,hybrid,20,1455
almost,62500,hybrid,30,1440
almost,62500,hybrid,50,1390
random,62600,merge,0,2466
random,62600,hybrid,5,2327
random,62600,hybrid,10,2217
random,62600,hybrid,20,2049
random,62600,hybrid,30,2047
random,62600,hybrid,50,2046
reversed,62600,merge,0,1356
reversed,62600,hybrid,5,1130
reversed,62600,hybrid,10,993
reversed,62600,hybrid,20,977
reversed,62600,hybrid,30,989
reversed,62600,hybrid,50,1001
almost,62600,merge,0,1909
almost,62600,hybrid,5,1628
almost,62600,hybrid,10,1609
almost,62600,hybrid,20,1527
almost,62600,hybrid,30,1475
almost,62600,hybrid,50,1401
random,62700,merge,0,2598
random,62700,hybrid,5,2293
random,62700,hybrid,10,2151
random,62700,hybrid,20,2072
random,62700,hybrid,30,2128
random,62700,hybrid,50,2024
reversed,62700,merge,0,1330
reversed,62700,hybrid,5,1081
reversed,62700,hybrid,10,959
reversed,62700,hybrid,20,967
reversed,62700,hybrid,30,956
reversed,62700,hybrid,50,992
almost,62700,merge,0,1829
almost,62700,hybrid,5,1566
almost,62700,hybrid,10,1487
almost,62700,hybrid,20,1441
almost,62700,hybrid,30,1405
almost,62700,hybrid,50,1386
random,62800,merge,0,2428
random,62800,hybrid,5,2212
random,62800,hybrid,10,2111
random,62800,hybrid,20,2064
random,62800,hybrid,30,2020
random,62800,hybrid,50,1999
reversed,62800,merge,0,1310
reversed,62800,hybrid,5,1071
reversed,62800,hybrid,10,953
reversed,62800,hybrid,20,932
reversed,62800,hybrid,30,949
reversed,62800,hybrid,50,960
almost,62800,merge,0,1806
almost,62800,hybrid,5,1609
almost,62800,hybrid,10,1470
almost,62800,hybrid,20,1471
almost,62800,hybrid,30,1461
almost,62800,hybrid,50,1616
random,62900,merge,0,2929
random,62900,hybrid,5,2337
random,62900,hybrid,10,2112
random,62900,hybrid,20,2094
random,62900,hybrid,30,2057
random,62900,hybrid,50,2066
reversed,62900,merge,0,1352
reversed,62900,hybrid,5,1125
reversed,62900,hybrid,10,1002
reversed,62900,hybrid,20,1016
reversed,62900,hybrid,30,976
reversed,62900,hybrid,50,991
almost,62900,merge,0,1880
almost,62900,hybrid,5,1575
almost,62900,hybrid,10,1500
almost,62900,hybrid,20,1432
almost,62900,hybrid,30,1425
almost,62900,hybrid,50,1430
random,63000,merge,0,2512
random,63000,hybrid,5,2244
random,63000,hybrid,10,2129
random,63000,hybrid,20,2102
random,63000,hybrid,30,2057
random,63000,hybrid,50,1996
reversed,63000,merge,0,1314
reversed,63000,hybrid,5,1072
reversed,63000,hybrid,10,955
reversed,63000,hybrid,20,977
reversed,63000,hybrid,30,947
reversed,63000,hybrid,50,966
almost,63000,merge,0,1885
almost,63000,hybrid,5,1578
almost,63000,hybrid,10,1503
almost,63000,hybrid,20,1422
almost,63000,hybrid,30,1416
almost,63000,hybrid,50,1361
random,63100,merge,0,2397
random,63100,hybrid,5,2164
random,63100,hybrid,10,2125
random,63100,hybrid,20,2069
random,63100,hybrid,30,2024
random,63100,hybrid,50,2003
reversed,63100,merge,0,1321
reversed,63100,hybrid,5,1064
reversed,63100,hybrid,10,945
reversed,63100,hybrid,20,953
reversed,63100,hybrid,30,920
reversed,63100,hybrid,50,966
almost,63100,merge,0,1810
almost,63100,hybrid,5,1590
almost,63100,hybrid,10,1503
almost,63100,hybrid,20,1435
almost,63100,hybrid,30,1426
almost,63100,hybrid,50,1385
random,63200,merge,0,2413
random,63200,hybrid,5,2178
random,63200,hybrid,10,2132
random,63200,hybrid,20,2049
random,63200,hybrid,30,2016
random,63200,hybrid,50,1997
reversed,63200,merge,0,1312
reversed,63200,hybrid,5,1078
reversed,63200,hybrid,10,979
reversed,63200,hybrid,20,952
reversed,63200,hybrid,30,958
reversed,63200,hybrid,50,976
almost,63200,merge,0,1808
almost,63200,hybrid,5,1559
almost,63200,hybrid,10,1482
almost,63200,hybrid,20,1419
almost,63200,hybrid,30,1423
almost,63200,hybrid,50,1370
random,63300,merge,0,2408
random,63300,hybrid,5,2172
random,63300,hybrid,10,2133
random,63300,hybrid,20,2063
random,63300,hybrid,30,2027
random,63300,hybrid,50,2010
reversed,63300,merge,0,1323
reversed,63300,hybrid,5,1082
reversed,63300,hybrid,10,973
reversed,63300,hybrid,20,943
reversed,63300,hybrid,30,1006
reversed,63300,hybrid,50,983
almost,63300,merge,0,1825
almost,63300,hybrid,5,1567
almost,63300,hybrid,10,1486
almost,63300,hybrid,20,1455
almost,63300,hybrid,30,1429
almost,63300,hybrid,50,1360
random,63400,merge,0,2478
random,63400,hybrid,5,2212
random,63400,hybrid,10,2122
random,63400,hybrid,20,2053
random,63400,hybrid,30,2037
random,63400,hybrid,50,2000
reversed,63400,merge,0,1362
reversed,63400,hybrid,5,1073
reversed,63400,hybrid,10,1009
reversed,63400,hybrid,20,929
reversed,63400,hybrid,30,939
reversed,63400,hybrid,50,1027
almost,63400,merge,0,1823
almost,63400,hybrid,5,1604
almost,63400,hybrid,10,1494
almost,63400,hybrid,20,1443
almost,63400,hybrid,30,1433
almost,63400,hybrid,50,1380
random,63500,merge,0,2419
random,63500,hybrid,5,2245
random,63500,hybrid,10,2134
random,63500,hybrid,20,2108
random,63500,hybrid,30,2038
random,63500,hybrid,50,2027
reversed,63500,merge,0,1338
reversed,63500,hybrid,5,1087
reversed,63500,hybrid,10,973
reversed,63500,hybrid,20,956
reversed,63500,hybrid,30,941
reversed,63500,hybrid,50,1001
almost,63500,merge,0,1829
almost,63500,hybrid,5,1559
almost,63500,hybrid,10,1509
almost,63500,hybrid,20,1452
almost,63500,hybrid,30,1476
almost,63500,hybrid,50,1425
random,63600,merge,0,2404
random,63600,hybrid,5,2163
random,63600,hybrid,10,2124
random,63600,hybrid,20,2049
random,63600,hybrid,30,2026
random,63600,hybrid,50,2001
reversed,63600,merge,0,1311
reversed,63600,hybrid,5,1074
reversed,63600,hybrid,10,954
reversed,63600,hybrid,20,934
reversed,63600,hybrid,30,935
reversed,63600,hybrid,50,963
almost,63600,merge,0,1803
almost,63600,hybrid,5,1571
almost,63600,hybrid,10,1476
almost,63600,hybrid,20,1433
almost,63600,hybrid,30,1417
almost,63600,hybrid,50,1348
random,63700,merge,0,2459
random,63700,hybrid,5,2310
random,63700,hybrid,10,2147
random,63700,hybrid,20,2054
random,63700,hybrid,30,1994
random,63700,hybrid,50,2025
reversed,63700,merge,0,1325
reversed,63700,hybrid,5,1089
reversed,63700,hybrid,10,979
reversed,63700,hybrid,20,966
reversed,63700,hybrid,30,958
reversed,63700,hybrid,50,970
almost,63700,merge,0,1846
almost,63700,hybrid,5,1603
almost,63700,hybrid,10,1506
almost,63700,hybrid,20,1454
almost,63700,hybrid,30,1443
almost,63700,hybrid,50,1380
random,63800,merge,0,2427
random,63800,hybrid,5,2188
random,63800,hybrid,10,2138
random,63800,hybrid,20,2065
random,63800,hybrid,30,2047
random,63800,hybrid,50,2020
reversed,63800,merge,0,1325
reversed,63800,hybrid,5,1080
reversed,63800,hybrid,10,983
reversed,63800,hybrid,20,958
reversed,63800,hybrid,30,957
reversed,63800,hybrid,50,980
almost,63800,merge,0,1841
almost,63800,hybrid,5,1598
almost,63800,hybrid,10,1497
almost,63800,hybrid,20,1461
almost,63800,hybrid,30,1445
almost,63800,hybrid,50,1384
random,63900,merge,0,2449
random,63900,hybrid,5,2197
random,63900,hybrid,10,2175
random,63900,hybrid,20,2116
random,63900,hybrid,30,2101
random,63900,hybrid,50,2067
reversed,63900,merge,0,1341
reversed,63900,hybrid,5,1117
reversed,63900,hybrid,10,997
reversed,63900,hybrid,20,1004
reversed,63900,hybrid,30,960
reversed,63900,hybrid,50,1007
almost,63900,merge,0,1879
almost,63900,hybrid,5,1627
almost,63900,hybrid,10,1515
almost,63900,hybrid,20,1441
almost,63900,hybrid,30,1473
almost,63900,hybrid,50,1387
random,64000,merge,0,2458
random,64000,hybrid,5,2193
random,64000,hybrid,10,2175
random,64000,hybrid,20,2053
random,64000,hybrid,30,2025
random,64000,hybrid,50,2039
reversed,64000,merge,0,1320
reversed,64000,hybrid,5,1083
reversed,64000,hybrid,10,981
reversed,64000,hybrid,20,962
reversed,64000,hybrid,30,943
reversed,64000,hybrid,50,1002
almost,64000,merge,0,1820
almost,64000,hybrid,5,1573
almost,64000,hybrid,10,1510
almost,64000,hybrid,20,1440
almost,64000,hybrid,30,1439
almost,64000,hybrid,50,1372
random,64100,merge,0,2443
random,64100,hybrid,5,2200
random,64100,hybrid,10,2149
random,64100,hybrid,20,2077
random,64100,hybrid,30,2069
random,64100,hybrid,50,2042
reversed,64100,merge,0,1333
reversed,64100,hybrid,5,1096
reversed,64100,hybrid,10,974
reversed,64100,hybrid,20,966
reversed,64100,hybrid,30,929
reversed,64100,hybrid,50,1005
almost,64100,merge,0,1852
almost,64100,hybrid,5,1599
almost,64100,hybrid,10,1493
almost,64100,hybrid,20,1443
almost,64100,hybrid,30,1436
almost,64100,hybrid,50,1398
random,64200,merge,0,2451
random,64200,hybrid,5,2218
random,64200,hybrid,10,2169
random,64200,hybrid,20,2102
random,64200,hybrid,30,2048
random,64200,hybrid,50,2056
reversed,64200,merge,0,1331
reversed,64200,hybrid,5,1100
reversed,64200,hybrid,10,987
reversed,64200,hybrid,20,976
reversed,64200,hybrid,30,967
reversed,64200,hybrid,50,985
almost,64200,merge,0,1841
almost,64200,hybrid,5,1587
almost,64200,hybrid,10,1520
almost,64200,hybrid,20,1442
almost,64200,hybrid,30,1456
almost,64200,hybrid,50,1392
random,64300,merge,0,2467
random,64300,hybrid,5,2215
random,64300,hybrid,10,2175
random,64300,hybrid,20,2099
random,64300,hybrid,30,2089
random,64300,hybrid,50,2052
reversed,64300,merge,0,1346
reversed,64300,hybrid,5,1091
reversed,64300,hybrid,10,984
reversed,64300,hybrid,20,982
reversed,64300,hybrid,30,952
reversed,64300,hybrid,50,999
almost,64300,merge,0,1862
almost,64300,hybrid,5,1621
almost,64300,hybrid,10,1526
almost,64300,hybrid,20,1463
almost,64300,hybrid,30,1464
almost,64300,hybrid,50,1422
random,64400,merge,0,2470
random,64400,hybrid,5,2220
random,64400,hybrid,10,2183
random,64400,hybrid,20,2113
random,64400,hybrid,30,2077
random,64400,hybrid,50,2046
reversed,64400,merge,0,1356
reversed,64400,hybrid,5,1110
reversed,64400,hybrid,10,984
reversed,64400,hybrid,20,984
reversed,64400,hybrid,30,961
reversed,64400,hybrid,50,1011
almost,64400,merge,0,1875
almost,64400,hybrid,5,1597
almost,64400,hybrid,10,1497
almost,64400,hybrid,20,1448
almost,64400,hybrid,30,1442
almost,64400,hybrid,50,1407
random,64500,merge,0,2507
random,64500,hybrid,5,2242
random,64500,hybrid,10,2177
random,64500,hybrid,20,2100
random,64500,hybrid,30,2084
random,64500,hybrid,50,2069
reversed,64500,merge,0,1329
reversed,64500,hybrid,5,1116
reversed,64500,hybrid,10,997
reversed,64500,hybrid,20,980
reversed,64500,hybrid,30,1005
reversed,64500,hybrid,50,1039
almost,64500,merge,0,1839
almost,64500,hybrid,5,1610
almost,64500,hybrid,10,1576
almost,64500,hybrid,20,1501
almost,64500,hybrid,30,1497
almost,64500,hybrid,50,1452
random,64600,merge,0,2454
random,64600,hybrid,5,2271
random,64600,hybrid,10,2285
random,64600,hybrid,20,2101
random,64600,hybrid,30,2069
random,64600,hybrid,50,2058
reversed,64600,merge,0,1340
reversed,64600,hybrid,5,1089
reversed,64600,hybrid,10,985
reversed,64600,hybrid,20,971
reversed,64600,hybrid,30,953
reversed,64600,hybrid,50,997
almost,64600,merge,0,1843
almost,64600,hybrid,5,1587
almost,64600,hybrid,10,1520
almost,64600,hybrid,20,1449
almost,64600,hybrid,30,1453
almost,64600,hybrid,50,1382
random,64700,merge,0,2465
random,64700,hybrid,5,2220
random,64700,hybrid,10,2179
random,64700,hybrid,20,2110
random,64700,hybrid,30,2085
random,64700,hybrid,50,2061
reversed,64700,merge,0,1363
reversed,64700,hybrid,5,1105
reversed,64700,hybrid,10,992
reversed,64700,hybrid,20,1002
reversed,64700,hybrid,30,971
reversed,64700,hybrid,50,1001
almost,64700,merge,0,1869
almost,64700,hybrid,5,1614
almost,64700,hybrid,10,1529
almost,64700,hybrid,20,1464
almost,64700,hybrid,30,1445
almost,64700,hybrid,50,1398
random,64800,merge,0,2518
random,64800,hybrid,5,2258
random,64800,hybrid,10,2208
random,64800,hybrid,20,2098
random,64800,hybrid,30,2047
random,64800,hybrid,50,2079
reversed,64800,merge,0,1341
reversed,64800,hybrid,5,1087
reversed,64800,hybrid,10,1001
reversed,64800,hybrid,20,1029
reversed,64800,hybrid,30,1001
reversed,64800,hybrid,50,1031
almost,64800,merge,0,1888
almost,64800,hybrid,5,1618
almost,64800,hybrid,10,1535
almost,64800,hybrid,20,1476
almost,64800,hybrid,30,1482
almost,64800,hybrid,50,1425
random,64900,merge,0,2571
random,64900,hybrid,5,2309
random,64900,hybrid,10,2224
random,64900,hybrid,20,2192
random,64900,hybrid,30,2158
random,64900,hybrid,50,2096
reversed,64900,merge,0,1393
reversed,64900,hybrid,5,1110
reversed,64900,hybrid,10,982
reversed,64900,hybrid,20,964
reversed,64900,hybrid,30,983
reversed,64900,hybrid,50,1008
almost,64900,merge,0,1885
almost,64900,hybrid,5,1604
almost,64900,hybrid,10,1568
almost,64900,hybrid,20,1453
almost,64900,hybrid,30,1484
almost,64900,hybrid,50,1401
random,65000,merge,0,2523
random,65000,hybrid,5,2250
random,65000,hybrid,10,2248
random,65000,hybrid,20,2138
random,65000,hybrid,30,2096
random,65000,hybrid,50,2130
reversed,65000,merge,0,1355
reversed,65000,hybrid,5,1099
reversed,65000,hybrid,10,980
reversed,65000,hybrid,20,984
reversed,65000,hybrid,30,953
reversed,65000,hybrid,50,1012
almost,65000,merge,0,1867
almost,65000,hybrid,5,1615
almost,65000,hybrid,10,1551
almost,65000,hybrid,20,1486
almost,65000,hybrid,30,1470
almost,65000,hybrid,50,1417
random,65100,merge,0,2514
random,65100,hybrid,5,2234
random,65100,hybrid,10,2178
random,65100,hybrid,20,2140
random,65100,hybrid,30,2071
random,65100,hybrid,50,2085
reversed,65100,merge,0,1356
reversed,65100,hybrid,5,1097
reversed,65100,hybrid,10,979
reversed,65100,hybrid,20,983
reversed,65100,hybrid,30,951
reversed,65100,hybrid,50,1013
almost,65100,merge,0,1864
almost,65100,hybrid,5,1611
almost,65100,hybrid,10,1537
almost,65100,hybrid,20,1502
almost,65100,hybrid,30,1528
almost,65100,hybrid,50,1440
random,65200,merge,0,2527
random,65200,hybrid,5,2290
random,65200,hybrid,10,2167
random,65200,hybrid,20,2172
random,65200,hybrid,30,2129
random,65200,hybrid,50,2105
reversed,65200,merge,0,1354
reversed,65200,hybrid,5,1087
reversed,65200,hybrid,10,1006
reversed,65200,hybrid,20,998
reversed,65200,hybrid,30,961
reversed,65200,hybrid,50,1014
almost,65200,merge,0,1858
almost,65200,hybrid,5,1620
almost,65200,hybrid,10,1545
almost,65200,hybrid,20,1490
almost,65200,hybrid,30,1477
almost,65200,hybrid,50,1430
random,65300,merge,0,2483
random,65300,hybrid,5,2234
random,65300,hybrid,10,2195
random,65300,hybrid,20,2147
random,65300,hybrid,30,2083
random,65300,hybrid,50,2091
reversed,65300,merge,0,1373
reversed,65300,hybrid,5,1093
reversed,65300,hybrid,10,989
reversed,65300,hybrid,20,980
reversed,65300,hybrid,30,942
reversed,65300,hybrid,50,1008
almost,65300,merge,0,1861
almost,65300,hybrid,5,1623
almost,65300,hybrid,10,1525
almost,65300,hybrid,20,1482
almost,65300,hybrid,30,1481
almost,65300,hybrid,50,1414
random,65400,merge,0,2515
random,65400,hybrid,5,2232
random,65400,hybrid,10,2229
random,65400,hybrid,20,2173
random,65400,hybrid,30,2137
random,65400,hybrid,50,2111
reversed,65400,merge,0,1330
reversed,65400,hybrid,5,1103
reversed,65400,hybrid,10,974
reversed,65400,hybrid,20,973
reversed,65400,hybrid,30,950
reversed,65400,hybrid,50,1010
almost,65400,merge,0,1864
almost,65400,hybrid,5,1598
almost,65400,hybrid,10,1516
almost,65400,hybrid,20,1471
almost,65400,hybrid,30,1469
almost,65400,hybrid,50,1408
random,65500,merge,0,2489
random,65500,hybrid,5,2275
random,65500,hybrid,10,2189
random,65500,hybrid,20,2135
random,65500,hybrid,30,2103
random,65500,hybrid,50,2090
reversed,65500,merge,0,1340
reversed,65500,hybrid,5,1075
reversed,65500,hybrid,10,974
reversed,65500,hybrid,20,1002
reversed,65500,hybrid,30,953
reversed,65500,hybrid,50,1013
almost,65500,merge,0,1859
almost,65500,hybrid,5,1602
almost,65500,hybrid,10,1540
almost,65500,hybrid,20,1469
almost,65500,hybrid,30,1470
almost,65500,hybrid,50,1401
random,65600,merge,0,2495
random,65600,hybrid,5,2233
random,65600,hybrid,10,2166
random,65600,hybrid,20,2129
random,65600,hybrid,30,2094
random,65600,hybrid,50,2096
reversed,65600,merge,0,1323
reversed,65600,hybrid,5,1078
reversed,65600,hybrid,10,963
reversed,65600,hybrid,20,946
reversed,65600,hybrid,30,943
reversed,65600,hybrid,50,1017
almost,65600,merge,0,1844
almost,65600,hybrid,5,1581
almost,65600,hybrid,10,1528
almost,65600,hybrid,20,1474
almost,65600,hybrid,30,1469
almost,65600,hybrid,50,1450
random,65700,merge,0,2607
random,65700,hybrid,5,3056
random,65700,hybrid,10,2575
random,65700,hybrid,20,2177
random,65700,hybrid,30,2115
random,65700,hybrid,50,2260
reversed,65700,merge,0,7603
reversed,65700,hybrid,5,1271
reversed,65700,hybrid,10,1793
reversed,65700,hybrid,20,998
reversed,65700,hybrid,30,950
reversed,65700,hybrid,50,1005
almost,65700,merge,0,1868
almost,65700,hybrid,5,1615
almost,65700,hybrid,10,1569
almost,65700,hybrid,20,1477
almost,65700,hybrid,30,1501
almost,65700,hybrid,50,1424
random,65800,merge,0,2520
random,65800,hybrid,5,2380
random,65800,hybrid,10,2247
random,65800,hybrid,20,2142
random,65800,hybrid,30,2097
random,65800,hybrid,50,2146
reversed,65800,merge,0,1358
reversed,65800,hybrid,5,1127
reversed,65800,hybrid,10,1000
reversed,65800,hybrid,20,989
reversed,65800,hybrid,30,980
reversed,65800,hybrid,50,1031
almost,65800,merge,0,1875
almost,65800,hybrid,5,1647
almost,65800,hybrid,10,1569
almost,65800,hybrid,20,1504
almost,65800,hybrid,30,1497
almost,65800,hybrid,50,1449
random,65900,merge,0,2505
random,65900,hybrid,5,2279
random,65900,hybrid,10,2183
random,65900,hybrid,20,2157
random,65900,hybrid,30,2127
random,65900,hybrid,50,2125
reversed,65900,merge,0,1345
reversed,65900,hybrid,5,1123
reversed,65900,hybrid,10,960
reversed,65900,hybrid,20,979
reversed,65900,hybrid,30,960
reversed,65900,hybrid,50,1030
almost,65900,merge,0,1876
almost,65900,hybrid,5,1627
almost,65900,hybrid,10,1546
almost,65900,hybrid,20,1496
almost,65900,hybrid,30,1475
almost,65900,hybrid,50,1429
random,66000,merge,0,2496
random,66000,hybrid,5,2240
random,66000,hybrid,10,2223
random,66000,hybrid,20,2155
random,66000,hybrid,30,2136
random,66000,hybrid,50,2110
reversed,66000,merge,0,1401
reversed,66000,hybrid,5,1088
reversed,66000,hybrid,10,1014
reversed,66000,hybrid,20,994
reversed,66000,hybrid,30,980
reversed,66000,hybrid,50,1019
almost,66000,merge,0,1907
almost,66000,hybrid,5,1664
almost,66000,hybrid,10,1561
almost,66000,hybrid,20,1506
almost,66000,hybrid,30,1475
almost,66000,hybrid,50,1439
random,66100,merge,0,2505
random,66100,hybrid,5,2246
random,66100,hybrid,10,2220
random,66100,hybrid,20,2169
random,66100,hybrid,30,2115
random,66100,hybrid,50,2114
reversed,66100,merge,0,1365
reversed,66100,hybrid,5,1107
reversed,66100,hybrid,10,976
reversed,66100,hybrid,20,996
reversed,66100,hybrid,30,973
reversed,66100,hybrid,50,1028
almost,66100,merge,0,1873
almost,66100,hybrid,5,1626
almost,66100,hybrid,10,1549
almost,66100,hybrid,20,1490
almost,66100,hybrid,30,1473
almost,66100,hybrid,50,1415
random,66200,merge,0,2507
random,66200,hybrid,5,2277
random,66200,hybrid,10,2239
random,66200,hybrid,20,2159
random,66200,hybrid,30,2265
random,66200,hybrid,50,2225
reversed,66200,merge,0,1423
reversed,66200,hybrid,5,1153
reversed,66200,hybrid,10,1040
reversed,66200,hybrid,20,1173
reversed,66200,hybrid,30,1170
reversed,66200,hybrid,50,1225
almost,66200,merge,0,2371
